napcs_code,bea_2017_commodity,weight,resolution,napcs_description
2038950015,333415,1.0,NAICS_2012_Code,"Manufacturing of compressors and compressor units, all refrigerants (excluding ammonia), hermetic-type motor compressors, 30 hp, excluding automotive"
2038950018,333415,1.0,NAICS_2012_Code,"Manufacturing of compressors and compressor units, all refrigerants (excluding ammonia), hermetic-type motor compressors, 40 hp, excluding automotive"
2038950021,333415,1.0,NAICS_2012_Code,"Manufacturing of other compressors and compressor units, all refrigerants (excluding ammonia), including open- and screw-type, excluding automotive"
2038950024,333415,1.0,NAICS_2012_Code,"Manufacturing of compressors and compressor units, ammonia refrigerants (all types), excluding automotive"
2038975000,333415,1.0,NAICS_2012_Code,"Manufacturing of parts for air conditioners, heat pumps, and other cooling equipment"
2038975003,333415,1.0,NAICS_2012_Code,"Manufacturing of parts for heat transfer equipment, including air-conditioning condensing units"
2038975006,333415,1.0,NAICS_2012_Code,Manufacturing of parts for unitary air conditioners
2038975009,333415,1.0,NAICS_2012_Code,Manufacturing of parts for commercial refrigeration and related equipment
2038975012,333415,1.0,NAICS_2012_Code,Manufacturing of parts for compressors and compressor units
2038975015,333415,1.0,NAICS_2012_Code,"Manufacturing of parts for condensing units, excluding air-conditioning condensing units"
2039000000,333413,1.0,NAICS_2007_Code,"Manufacturing of air filters for air conditioners and furnaces, etc., of 2400 CFM or less, excluding parts"
2039025000,333415,1.0,NAICS_2012_Code,Manufacturing of all other miscellaneous parts for refrigeration and air-conditioning equipment
2039025003,333415,1.0,NAICS_2012_Code,Manufacturing of all other miscellaneous parts for refrigeration equipment
2039025006,333415,1.0,NAICS_2012_Code,Manufacturing of all other miscellaneous parts for air-conditioning equipment
2039050000,333413,1.0,NAICS_2007_Code,Manufacturing of parts for dust collection and air purification equipment
2039075000,332320,1.0,NAICS_2012_Code,"Manufacturing of iron and steel warm air and air-conditioning grills, registers, and air diffusers"
2039100000,332320,1.0,NAICS_2012_Code,"Manufacturing of other grills, including open mesh partitions"
2039125000,33131B,1.0,NAICS_2007_Code,"Manufacturing of aluminum and aluminum-base alloy wire and cable (excluding covered or insulated), including ACSR"
2039150000,327200,0.5,NAICS_2012_Code,"Manufacturing of fiber optic cable, for communications applications"
2039150000,335920,0.5,NAICS_2012_Code,"Manufacturing of fiber optic cable, for communications applications"
2039150003,335920,1.0,NAICS_2012_Code,"Manufacturing of fiber optic cable, for communications applications, single-mode stepped index"
2039150006,335920,1.0,NAICS_2012_Code,"Manufacturing of fiber optic cable, for communications applications, multimode index"
2039175000,327200,0.5,NAICS_2012_Code,"Manufacturing of fiber optic cable, for all other applications"
2039175000,335920,0.5,NAICS_2012_Code,"Manufacturing of fiber optic cable, for all other applications"
2039225000,335920,1.0,NAICS_2012_Code,"Manufacturing of telecom (low-voltage premise) wire and cable, made of nonferrous metals"
2039225003,335920,1.0,NAICS_2012_Code,Manufacturing of station wire and cable
2039225006,335920,1.0,NAICS_2012_Code,Manufacturing of inside wiring cable
2039250000,335920,1.0,NAICS_2012_Code,"Manufacturing of building wire and cable, made of nonferrous metals, 601 volts or less, used within structures for light and power for permanent installation"
2039250003,335920,1.0,NAICS_2012_Code,"Manufacturing of building wire and cable, thermoset insulated, cross-linked polyethylene"
2039250006,335920,1.0,NAICS_2012_Code,"Manufacturing of building wire and cable, thermoplastic insulated"
2039250009,335920,1.0,NAICS_2012_Code,"Manufacturing of service entrance cable (SER, SEU, ASE)"
2039250012,335920,1.0,NAICS_2012_Code,"Manufacturing of building wire and cable, nonmetallic, branch-circuit and underground feeder"
2039275000,335920,1.0,NAICS_2012_Code,"Manufacturing of power wire and cable, made from nonferrous metals for electric transmission and distribution"
2039275003,335920,1.0,NAICS_2012_Code,"Manufacturing of portable welding cable, plastic and rubber insulated, 2 kV or less"
2039275006,335920,1.0,NAICS_2012_Code,"Manufacturing of underground distribution cable (UD, URD), all insulations"
2039275009,335920,1.0,NAICS_2012_Code,"Manufacturing of thermoplastic insulated power cable, 2 kV or less (excluding underground)"
2039275012,335920,1.0,NAICS_2012_Code,Manufacturing of thermoset insulated power cable (excluding underground)
2039300000,335930,1.0,NAICS_2012_Code,"Manufacturing of current-carrying wiring devices, lampholders, power outlets, precious metal, attachments, plug caps, connector bodies, lightning arrestors, and other miscellaneous current-carrying wiring devices"
2039300003,335930,1.0,NAICS_2012_Code,"Manufacturing of current-carrying wiring devices, lampholders"
2039300006,335930,1.0,NAICS_2012_Code,"Manufacturing of current-carrying wiring devices, receptacles"
2039300009,335930,1.0,NAICS_2012_Code,"Manufacturing of current-carrying wiring devices, metal contacts, precious and other"
2039300012,335930,1.0,NAICS_2012_Code,"Manufacturing of current-carrying wiring devices, pin and sleeve connectors"
2039300015,335930,1.0,NAICS_2012_Code,"Manufacturing of current-carrying wiring devices, terminal blocks"
2039300018,335930,1.0,NAICS_2012_Code,"Manufacturing of current-carrying wiring devices, lightning arrestors for alternating current power transmission and distribution systems and substations, U.S. designation"
2039300021,335930,1.0,NAICS_2012_Code,"Manufacturing of current-carrying wiring devices, electric harnesses and assemblies, excluding engine harnesses"
2039325000,335930,1.0,NAICS_2012_Code,Manufacturing of current-carrying switches for electrical circuitry (including vehicular switches)
2039325003,335930,1.0,NAICS_2012_Code,Manufacturing of general-use flush-mounted switches
2039325006,335930,1.0,NAICS_2012_Code,Manufacturing of special-purpose switches
2039350000,335930,1.0,NAICS_2012_Code,Manufacturing of noncurrent-carrying pole and transmission line hardware
2039350003,335930,1.0,NAICS_2012_Code,"Manufacturing of pole and transmission line construction materials, overhead/underground line hardware"
2039350006,335930,1.0,NAICS_2012_Code,"Manufacturing of other pole and transmission line hardware, including anchors"
2039375000,335930,1.0,NAICS_2012_Code,"Manufacturing of noncurrent-carrying electrical conduit and conduit fittings, including plastics conduit and conduit fittings"
2039375003,335930,1.0,NAICS_2012_Code,Manufacturing of rigid metallic conduit
2039375006,335930,1.0,NAICS_2012_Code,"Manufacturing of noncurrent-carrying electrical conduit and conduit fittings, nonmetallic"
2039375009,335930,1.0,NAICS_2012_Code,Manufacturing of electrical metallic tubing
2039375012,335930,1.0,NAICS_2012_Code,Manufacturing of flexible steel and aluminum conduit
2039375015,335930,1.0,NAICS_2012_Code,Manufacturing of flexible nonmetallic conduit
2039375018,335930,1.0,NAICS_2012_Code,"Manufacturing of raceways and wire ways, including fittings, metal"
2039375021,335930,1.0,NAICS_2012_Code,Manufacturing of ventilated cable tray and accessories
2039375024,335930,1.0,NAICS_2012_Code,"Manufacturing of couplings, connectors, and unions"
2039375027,335930,1.0,NAICS_2012_Code,Manufacturing of locknuts and bushings
2039375031,335930,1.0,NAICS_2012_Code,Manufacturing of all other rigid conduit fittings
2039375033,335930,1.0,NAICS_2012_Code,"Manufacturing of armored cable, metallic sheathed cable, and flexible conduit fittings"
2039375036,335930,1.0,NAICS_2012_Code,Manufacturing of liquid-tight flexible conduit fittings
2039375039,335930,1.0,NAICS_2012_Code,Manufacturing of nonmetallic sheathed cable and cord fittings
2039375042,335930,1.0,NAICS_2012_Code,"Manufacturing of other cable, cord, and flexible conduit fittings"
2039400000,335930,1.0,NAICS_2012_Code,"Manufacturing of other noncurrent-carrying wiring devices and supplies (boxes, covers, bar hangers, etc.)"
2039400003,335930,1.0,NAICS_2012_Code,Manufacturing of stamped metal outlet boxes
2039400006,335930,1.0,NAICS_2012_Code,Manufacturing of stamped metal covers
2039400009,335930,1.0,NAICS_2012_Code,"Manufacturing of cast metal boxes, covers, gaskets, and accessories"
2039400012,335930,1.0,NAICS_2012_Code,"Manufacturing of switch, outlet, FM/TV, and telephone wall plates"
2039400015,335930,1.0,NAICS_2012_Code,"Manufacturing of plastic boxes and covers, including junction boxes"
2039400018,335930,1.0,NAICS_2012_Code,Manufacturing of floor boxes and covers
2039425000,335313,1.0,NAICS_2012_Code,"Manufacturing of low voltage panelboards and distribution boards and other switching and interrupting devices, 1000 volts or less"
2039425003,335313,1.0,NAICS_2012_Code,"Manufacturing of circuit breaker panelboards, 1000 volts or less"
2039425006,335313,1.0,NAICS_2012_Code,"Manufacturing of fusible panelboards, including combination switch fuse, 1000 volts or less"
2039425009,335313,1.0,NAICS_2012_Code,"Manufacturing of fusible distribution switchboards, 1000 volts or less"
2039425012,335313,1.0,NAICS_2012_Code,"Manufacturing of circuit breaker distribution switchboards, 1000 volts or less"
2039425015,335313,1.0,NAICS_2012_Code,"Manufacturing of heavy-duty knife switches, 1000 volts or less"
2039425018,335313,1.0,NAICS_2012_Code,"Manufacturing of circuit-breaker-type knife switches, 1000 volts or less"
2039425021,335313,1.0,NAICS_2012_Code,"Manufacturing of other knife switches, 1000 volts or less"
2039425024,335313,1.0,NAICS_2012_Code,"Manufacturing of other switches, 1000 volts or less"
2039425027,335313,1.0,NAICS_2012_Code,"Manufacturing of other low voltage switchgear apparatus, 1000 volts or less"
2039450000,335313,1.0,NAICS_2012_Code,"Manufacturing of molded case circuit breakers, 1000 volts or less"
2039475000,335313,1.0,NAICS_2012_Code,"Manufacturing of duct, including plug-in units and accessories, 1000 volts or less"
2039500000,335930,1.0,NAICS_2012_Code,Manufacturing of current-carrying wire connectors for electrical circuitry
2039500003,335930,1.0,NAICS_2012_Code,Manufacturing of pressure connectors
2039500006,335930,1.0,NAICS_2012_Code,Manufacturing of compression connectors
2039500009,335930,1.0,NAICS_2012_Code,"Manufacturing of preinsulated terminals and splicers, tool-installed"
2039500012,335930,1.0,NAICS_2012_Code,"Manufacturing of banded or strip terminals and splicers, machine-installed"
2039525000,334290,1.0,NAICS_2012_Code,"Manufacturing of alarm systems, including electric sirens and horns"
2039525003,334290,1.0,NAICS_2012_Code,Manufacturing of intrusion detection alarm systems
2039525006,334290,1.0,NAICS_2012_Code,Manufacturing of fire detection and prevention alarm systems
2039525009,334290,1.0,NAICS_2012_Code,Manufacturing of other alarm systems
2039550000,334290,1.0,NAICS_2012_Code,"Manufacturing of vehicular and pedestrian traffic control equipment, including electric railway signals and attachments"
2039575000,334512,1.0,NAICS_2012_Code,"Manufacturing of automatic environmental controls for monitoring residential, commercial, and appliance use"
2039575003,334512,1.0,NAICS_2012_Code,"Manufacturing of automatic environmental controls, temperature responsive, thermostats"
2039575006,334512,1.0,NAICS_2012_Code,"Manufacturing of automatic environmental controls, igniters"
2039575009,334512,1.0,NAICS_2012_Code,Manufacturing of computerized energy control systems for buildings
2039575012,334512,1.0,NAICS_2012_Code,Manufacturing of other automatic environmental controls
2039575015,334512,1.0,NAICS_2012_Code,Manufacturing of temperature responsive controls for major appliances
2039575018,334512,1.0,NAICS_2012_Code,Manufacturing of all other controls for major appliances
2039575021,334512,1.0,NAICS_2012_Code,Manufacturing of parts and components of controls for monitoring residential and commercial environments
2039600000,335120,1.0,NAICS_2012_Code,"Manufacturing of residential-type electric lighting fixtures (excluding portable), including parts and accessories"
2039625000,335120,1.0,NAICS_2012_Code,"Manufacturing of commercial- and institutional-type electric lighting fixtures, including parts and accessories"
2039650000,335120,1.0,NAICS_2012_Code,"Manufacturing of industrial-type electric lighting fixtures, including parts and accessories"
2039675000,335120,1.0,NAICS_2012_Code,"Manufacturing of outdoor lighting equipment, including parts and accessories"
2039700000,335120,1.0,NAICS_2012_Code,"Manufacturing of other incandescent electric lighting equipment, including marine markers and beacons"
2039725000,335311,1.0,NAICS_2012_Code,"Manufacturing of specialty transformers, excluding fluorescent lamp ballasts"
2039725003,335311,1.0,NAICS_2012_Code,Manufacturing of machine tool control transformers
2039725006,335311,1.0,NAICS_2012_Code,Manufacturing of indoor and outdoor instrument transformers
2039725009,335311,1.0,NAICS_2012_Code,"Manufacturing of all other specialty transformers (including luminous tube and ignition, open core and coil units, arc welders, and high-intensity discharge lamp transformers), excluding internal combustion engine ignition"
2039750000,335120,1.0,NAICS_2012_Code,"Manufacturing of lighting equipment, not elsewhere classified"
2039750006,335120,1.0,NAICS_2012_Code,"Manufacturing of other fluorescent lighting equipment, complete units, including processing and technical equipment"
2039750012,335120,1.0,NAICS_2012_Code,"Manufacturing of other electric lighting equipment (including electric insect killers/repellent lamps, fire logs, trouble lighting equipment, mercury and sodium vapor, and ultraviolet and infrared health lamp fixtures), excluding street and highway lighting equipment and signs"
